model-1589830625,1589830628.46,0.96,0.1742,0.93,0.1524
model-1589830625,1589830628.49,0.96,0.1367,0.94,0.1555
model-1589830625,1589830628.517,0.97,0.1264,0.94,0.1476
model-1589830625,1589830628.546,0.95,0.1522,0.95,0.1534
model-1589830625,1589830628.578,0.96,0.1398,0.95,0.1429
model-1589830625,1589830628.606,0.96,0.1138,0.95,0.1415
model-1589830625,1589830628.644,0.95,0.1099,0.95,0.1411
model-1589830625,1589830628.678,0.93,0.1624,0.91,0.1798
model-1589830625,1589830628.711,0.95,0.1818,0.94,0.1591
model-1589830625,1589830628.746,0.93,0.122,0.94,0.1481
model-1589830625,1589830628.779,0.96,0.1175,0.94,0.1409
model-1589830625,1589830628.811,0.96,0.1376,0.94,0.1508
model-1589830625,1589830628.842,0.94,0.1601,0.96,0.1225
model-1589830625,1589830628.882,0.97,0.0941,0.93,0.1488
model-1589830625,1589830628.937,0.95,0.113,0.94,0.1567
model-1589830625,1589830628.975,0.94,0.1623,0.93,0.1468
model-1589830625,1589830629.008,0.98,0.106,0.93,0.15
model-1589830625,1589830629.042,0.96,0.1303,0.94,0.1467
model-1589830625,1589830629.074,0.97,0.095,0.93,0.1425
model-1589830625,1589830629.107,0.93,0.1571,0.94,0.1282
model-1589830625,1589830629.139,0.97,0.0778,0.94,0.1503
model-1589830625,1589830629.182,0.92,0.1352,0.94,0.1329
model-1589830625,1589830629.21,0.96,0.1314,0.94,0.1509
model-1589830625,1589830629.24,0.96,0.0926,0.94,0.1476
model-1589830625,1589830629.272,0.97,0.0858,0.95,0.1452
model-1589830625,1589830629.302,0.98,0.0552,0.95,0.1467
model-1589830625,1589830629.331,0.99,0.0886,0.94,0.1459
model-1589830625,1589830629.357,0.95,0.13,0.95,0.1465
model-1589830625,1589830629.39,0.97,0.1065,0.92,0.1555
model-1589830625,1589830629.421,0.95,0.1344,0.93,0.1269
model-1589830625,1589830629.453,0.95,0.1556,0.94,0.1454
model-1589830625,1589830629.483,0.95,0.1142,0.93,0.1616
model-1589830625,1589830629.519,0.97,0.0971,0.95,0.14
model-1589830625,1589830629.55,0.96,0.1408,0.93,0.1566
model-1589830625,1589830629.579,0.95,0.1175,0.94,0.1312
model-1589830625,1589830629.611,0.97,0.0739,0.96,0.121
model-1589830625,1589830629.641,0.96,0.0899,0.96,0.1233
model-1589830625,1589830629.671,0.94,0.1466,0.92,0.1773
model-1589830625,1589830629.703,0.95,0.1526,0.94,0.1481
model-1589830625,1589830629.736,0.95,0.1072,0.95,0.1283
model-1589830625,1589830629.77,0.97,0.1007,0.95,0.144
model-1589830625,1589830629.797,0.96,0.1254,0.95,0.1373
model-1589830625,1589830629.828,0.94,0.1492,0.96,0.135
model-1589830625,1589830629.859,0.96,0.0868,0.94,0.1294
model-1589830625,1589830629.894,0.97,0.0877,0.93,0.1394
model-1589830625,1589830629.922,0.95,0.1584,0.96,0.1261
model-1589830625,1589830629.95,0.99,0.0897,0.95,0.1158
model-1589830625,1589830629.981,0.95,0.1339,0.94,0.1413
model-1589830625,1589830630.021,0.96,0.0794,0.91,0.1989
model-1589830625,1589830630.052,0.94,0.1845,0.94,0.1683
model-1589830625,1589830630.083,0.96,0.0794,0.95,0.1226
model-1589830625,1589830630.118,0.96,0.1056,0.95,0.1339
model-1589830625,1589830630.148,0.94,0.1284,0.93,0.1354
model-1589830625,1589830630.18,0.97,0.0734,0.94,0.1718
model-1589830625,1589830630.212,0.98,0.078,0.93,0.1883
model-1589830625,1589830630.246,0.98,0.0557,0.94,0.1552
model-1589830625,1589830630.275,0.98,0.0825,0.95,0.1426
model-1589830625,1589830630.308,0.95,0.1009,0.95,0.116
model-1589830625,1589830630.34,0.97,0.0796,0.95,0.1197
model-1589830625,1589830630.369,0.96,0.1207,0.95,0.118
model-1589830625,1589830630.4,0.94,0.1804,0.94,0.1447
model-1589830625,1589830630.459,0.97,0.0919,0.92,0.2005
model-1589830625,1589830630.496,0.97,0.1033,0.92,0.1647
model-1589830625,1589830630.531,0.97,0.1147,0.94,0.1507
model-1589830625,1589830630.566,0.97,0.0922,0.96,0.1101
model-1589830625,1589830630.599,0.97,0.0791,0.95,0.1089
model-1589830625,1589830630.635,0.98,0.065,0.96,0.1232
model-1589830625,1589830630.666,0.94,0.1336,0.94,0.1681
model-1589830625,1589830630.698,0.95,0.1371,0.92,0.1608
model-1589830625,1589830630.731,0.97,0.0872,0.94,0.1538
model-1589830625,1589830630.765,0.97,0.0736,0.94,0.1488
model-1589830625,1589830630.796,0.96,0.1278,0.96,0.1268
model-1589830625,1589830630.828,0.96,0.1316,0.96,0.1238
model-1589830625,1589830630.859,0.96,0.0696,0.95,0.135
model-1589830625,1589830630.897,0.95,0.077,0.95,0.1625
model-1589830625,1589830630.928,0.96,0.1458,0.97,0.1316
model-1589830625,1589830630.96,0.98,0.0831,0.97,0.1212
model-1589830625,1589830630.996,0.97,0.111,0.94,0.1466
model-1589830625,1589830631.026,0.97,0.0684,0.94,0.1659
model-1589830625,1589830631.058,0.93,0.1558,0.95,0.138
model-1589830625,1589830631.09,0.98,0.0545,0.95,0.1117
model-1589830625,1589830631.124,0.95,0.1005,0.95,0.1221
model-1589830625,1589830631.155,0.97,0.0928,0.96,0.1283
model-1589830625,1589830631.186,0.99,0.0644,0.95,0.1354
model-1589830625,1589830631.218,0.96,0.0667,0.95,0.1478
model-1589830625,1589830631.252,0.98,0.0427,0.94,0.1529
model-1589830625,1589830631.281,0.99,0.0681,0.96,0.1378
model-1589830625,1589830631.314,0.97,0.0825,0.95,0.1633
model-1589830625,1589830631.345,0.97,0.092,0.95,0.1315
model-1589830625,1589830631.378,0.96,0.1053,0.95,0.111
model-1589830625,1589830631.409,0.91,0.1751,0.95,0.1299
model-1589830625,1589830631.442,0.97,0.0923,0.93,0.1668
model-1589830625,1589830631.471,0.97,0.0772,0.92,0.1691
model-1589830625,1589830631.504,0.96,0.0947,0.93,0.169
model-1589830625,1589830631.535,0.95,0.0944,0.96,0.115
model-1589830625,1589830631.563,0.97,0.0687,0.95,0.1075
model-1589830625,1589830631.599,0.98,0.0615,0.95,0.118
model-1589830625,1589830631.632,0.94,0.1623,0.95,0.1423
model-1589830625,1589830631.663,0.96,0.1083,0.93,0.1778
model-1589830625,1589830631.694,0.97,0.083,0.93,0.1661
model-1589830625,1589830631.73,0.98,0.0569,0.94,0.1531
model-1589830625,1589830631.76,0.97,0.12,0.95,0.1356
model-1589830625,1589830631.794,0.95,0.1217,0.96,0.1157
model-1589830625,1589830631.827,0.96,0.065,0.97,0.1149
model-1589830625,1589830631.855,0.94,0.09,0.97,0.1249
model-1589830625,1589830631.883,0.96,0.1106,0.95,0.1392
model-1589830625,1589830631.916,0.98,0.0703,0.94,0.1368
model-1589830625,1589830631.949,0.96,0.1026,0.95,0.1537
model-1589830625,1589830631.981,0.97,0.0616,0.93,0.1729
model-1589830625,1589830632.014,0.93,0.1282,0.94,0.1406
model-1589830625,1589830632.047,0.99,0.0468,0.95,0.1154
model-1589830625,1589830632.077,0.95,0.0892,0.95,0.1111
model-1589830625,1589830632.108,0.95,0.0971,0.98,0.1156
model-1589830625,1589830632.139,0.99,0.0524,0.94,0.1711
model-1589830625,1589830632.169,0.98,0.0543,0.93,0.1733
model-1589830625,1589830632.202,0.99,0.0387,0.93,0.1605
model-1589830625,1589830632.233,0.98,0.0676,0.95,0.155
model-1589830625,1589830632.264,0.96,0.0809,0.96,0.1386
model-1589830625,1589830632.294,0.98,0.0765,0.95,0.1071
model-1589830625,1589830632.331,0.95,0.1137,0.96,0.097
model-1589830625,1589830632.363,0.94,0.1732,0.96,0.123
model-1589830625,1589830632.394,0.98,0.0796,0.93,0.1803
model-1589830625,1589830632.429,0.97,0.0882,0.93,0.2098
model-1589830625,1589830632.46,0.95,0.1009,0.93,0.1784
model-1589830625,1589830632.49,0.95,0.09,0.95,0.1017
model-1589830625,1589830632.519,1.0,0.0471,0.95,0.1141
model-1589830625,1589830632.566,0.98,0.0577,0.96,0.1141
model-1589830625,1589830632.604,0.95,0.1492,0.95,0.1464
model-1589830625,1589830632.636,0.97,0.1164,0.92,0.2
model-1589830625,1589830632.672,0.97,0.0907,0.91,0.2176
model-1589830625,1589830632.703,0.98,0.0557,0.92,0.1646
model-1589830625,1589830632.735,0.98,0.1164,0.96,0.1327
model-1589830625,1589830632.766,0.96,0.1269,0.96,0.1182
model-1589830625,1589830632.792,0.98,0.049,0.95,0.1244
model-1589830625,1589830632.819,0.94,0.0833,0.96,0.142
model-1589830625,1589830632.846,0.96,0.1131,0.96,0.1366
model-1589830625,1589830632.899,0.99,0.0629,0.97,0.1191
model-1589830625,1589830632.937,0.96,0.0921,0.94,0.1465
model-1589830625,1589830632.97,0.98,0.0464,0.93,0.1804
model-1589830625,1589830633.001,0.94,0.1252,0.96,0.1346
model-1589830625,1589830633.034,0.99,0.0343,0.96,0.1059
model-1589830625,1589830633.065,0.96,0.0772,0.96,0.114
model-1589830625,1589830633.098,0.96,0.0915,0.97,0.1318
model-1589830625,1589830633.129,0.99,0.0397,0.92,0.1712
model-1589830625,1589830633.162,0.99,0.0457,0.92,0.1965
model-1589830625,1589830633.192,0.99,0.0353,0.94,0.1776
model-1589830625,1589830633.221,0.97,0.0512,0.95,0.1347
model-1589830625,1589830633.251,0.98,0.0646,0.95,0.1439
model-1589830625,1589830633.285,0.98,0.0652,0.95,0.1206
model-1589830625,1589830633.319,0.95,0.097,0.96,0.1095
model-1589830625,1589830633.358,0.94,0.1802,0.95,0.1374
model-1589830625,1589830633.389,0.99,0.0559,0.92,0.199
model-1589830625,1589830633.417,0.97,0.0722,0.92,0.2209
model-1589830625,1589830633.448,0.97,0.1045,0.93,0.1989
model-1589830625,1589830633.479,0.93,0.1059,0.96,0.1137
model-1589830625,1589830633.51,0.97,0.0587,0.96,0.1049
model-1589830625,1589830633.552,0.98,0.0534,0.96,0.1113
model-1589830625,1589830633.584,0.95,0.125,0.94,0.1418
model-1589830625,1589830633.615,0.96,0.0977,0.91,0.1864
model-1589830625,1589830633.645,0.98,0.0839,0.93,0.1772
model-1589830625,1589830633.679,0.98,0.0543,0.92,0.1976
model-1589830625,1589830633.71,0.98,0.1079,0.96,0.1384
model-1589830625,1589830633.742,0.96,0.1196,0.96,0.1331
model-1589830625,1589830633.776,0.99,0.0402,0.96,0.1164
model-1589830625,1589830633.811,0.95,0.0785,0.96,0.1189
model-1589830625,1589830633.841,0.95,0.1001,0.97,0.1159
model-1589830625,1589830633.873,0.99,0.0635,0.97,0.1243
model-1589830625,1589830633.905,0.97,0.0952,0.94,0.1731
model-1589830625,1589830633.934,0.97,0.0448,0.92,0.2113
model-1589830625,1589830633.957,0.93,0.1345,0.95,0.164
model-1589830625,1589830633.988,0.99,0.0383,0.95,0.1237
model-1589830625,1589830634.02,0.97,0.0652,0.95,0.1165
model-1589830625,1589830634.051,0.96,0.0764,0.96,0.1081
model-1589830625,1589830634.081,0.98,0.0402,0.94,0.1418
model-1589830625,1589830634.116,0.98,0.0497,0.94,0.1639
model-1589830625,1589830634.151,0.99,0.0318,0.92,0.1908
model-1589830625,1589830634.185,0.97,0.0541,0.94,0.1651
model-1589830625,1589830634.218,0.99,0.0632,0.96,0.135
model-1589830625,1589830634.281,0.98,0.0713,0.96,0.1092
model-1589830625,1589830634.315,0.96,0.0904,0.96,0.1048
model-1589830625,1589830634.346,0.94,0.1685,0.96,0.1281
model-1589830625,1589830634.377,0.98,0.0628,0.93,0.1883
model-1589830625,1589830634.409,0.98,0.0541,0.91,0.2198
model-1589830625,1589830634.446,0.95,0.1035,0.93,0.1988
model-1589830625,1589830634.477,0.97,0.0884,0.96,0.1139
model-1589830625,1589830634.5,1.0,0.0387,0.96,0.1119
model-1589830625,1589830634.537,0.99,0.0505,0.94,0.1241
model-1589830625,1589830634.571,0.94,0.1512,0.97,0.1195
model-1589830625,1589830634.604,0.97,0.0835,0.92,0.1944
model-1589830625,1589830634.635,0.98,0.0875,0.92,0.232
model-1589830625,1589830634.668,0.99,0.0467,0.91,0.2356
model-1589830625,1589830634.7,0.95,0.1251,0.94,0.1591
model-1589830625,1589830634.731,0.96,0.1069,0.97,0.1158
model-1589830625,1589830634.755,1.0,0.0353,0.96,0.1037
model-1589830625,1589830634.786,0.93,0.0891,0.96,0.1123
model-1589830625,1589830634.817,0.97,0.0765,0.97,0.1247
model-1589830625,1589830634.848,0.99,0.0481,0.95,0.1413
model-1589830625,1589830634.88,0.97,0.08,0.93,0.1953
model-1589830625,1589830634.915,0.98,0.0487,0.91,0.238
model-1589830625,1589830634.95,0.95,0.153,0.94,0.1496
model-1589830625,1589830634.982,0.99,0.0322,0.95,0.1193
model-1589830625,1589830635.015,0.96,0.0601,0.96,0.1063
model-1589830625,1589830635.045,0.97,0.0847,0.94,0.1161
model-1589830625,1589830635.077,0.99,0.0351,0.94,0.154
model-1589830625,1589830635.109,0.98,0.0423,0.92,0.1967
model-1589830625,1589830635.137,0.99,0.0258,0.92,0.222
model-1589830625,1589830635.193,0.98,0.0605,0.93,0.1762
model-1589830625,1589830635.219,0.97,0.0694,0.95,0.123
model-1589830625,1589830635.243,0.98,0.0593,0.97,0.1007
model-1589830625,1589830635.27,0.96,0.0922,0.95,0.1299
model-1589830625,1589830635.295,0.93,0.2297,0.96,0.1443
model-1589830625,1589830635.323,0.98,0.0522,0.91,0.2568
model-1589830625,1589830635.352,0.96,0.0857,0.91,0.2937
model-1589830625,1589830635.383,0.92,0.1241,0.92,0.1924
model-1589830625,1589830635.411,0.97,0.071,0.96,0.1155
model-1589830625,1589830635.438,0.99,0.0441,0.95,0.1321
model-1589830862,1589830862.177,0.99,0.0578,0.96,0.1214
model-1589830862,1589830862.224,0.95,0.1373,0.96,0.1307
model-1589830862,1589830862.26,0.96,0.0823,0.93,0.2033
model-1589830862,1589830862.298,0.98,0.1054,0.91,0.234
model-1589830862,1589830862.319,0.99,0.0438,0.91,0.2533
model-1589830862,1589830862.345,0.96,0.1106,0.94,0.1526
model-1589830862,1589830862.368,0.94,0.1072,0.97,0.1251
model-1589830862,1589830862.399,0.99,0.0318,0.97,0.1143
model-1589830862,1589830862.425,0.95,0.0708,0.97,0.1123
model-1589830862,1589830862.45,0.96,0.0737,0.96,0.1075
model-1589830862,1589830862.473,0.99,0.0509,0.96,0.1216
model-1589830862,1589830862.501,0.98,0.0715,0.93,0.2085
model-1589830862,1589830862.528,0.99,0.0398,0.91,0.2491
model-1589830862,1589830862.553,0.94,0.1434,0.93,0.1752
model-1589830862,1589830862.584,0.98,0.0323,0.96,0.1226
model-1589830862,1589830862.61,0.98,0.0568,0.95,0.1121
model-1589830862,1589830862.634,0.98,0.0699,0.96,0.1184
model-1589830862,1589830862.659,0.99,0.0362,0.95,0.1282
model-1589830862,1589830862.68,0.99,0.0389,0.94,0.1735
model-1589830862,1589830862.699,0.99,0.0256,0.92,0.1954
model-1589830862,1589830862.728,0.97,0.0517,0.92,0.1893
model-1589830862,1589830862.756,0.97,0.0607,0.95,0.1519
model-1589830862,1589830862.784,0.98,0.0675,0.96,0.0917
model-1589830862,1589830862.814,0.96,0.0835,0.95,0.1161
model-1589830862,1589830862.85,0.93,0.1925,0.96,0.1118
model-1589830862,1589830862.885,0.98,0.0519,0.92,0.1955
model-1589830862,1589830862.918,0.98,0.051,0.91,0.2448
model-1589830862,1589830862.947,0.95,0.0982,0.92,0.2111
model-1589830862,1589830862.977,0.96,0.1019,0.96,0.1463
model-1589830862,1589830862.999,0.99,0.0246,0.96,0.1119
model-1589830862,1589830863.042,1.0,0.0413,0.94,0.1367
model-1589830862,1589830863.072,0.94,0.1641,0.95,0.1071
model-1589830862,1589830863.1,0.95,0.078,0.93,0.1977
model-1589830862,1589830863.123,0.98,0.0797,0.91,0.2609
model-1589830862,1589830863.151,0.98,0.0445,0.91,0.3025
model-1589830862,1589830863.177,0.94,0.1409,0.94,0.1626
model-1589830862,1589830863.206,0.97,0.1014,0.97,0.1124
model-1589830862,1589830863.235,0.99,0.0343,0.95,0.107
model-1589830862,1589830863.272,0.93,0.1155,0.96,0.1059
model-1589830862,1589830863.31,0.94,0.0864,0.96,0.1121
model-1589830862,1589830863.346,0.99,0.0475,0.94,0.1558
model-1589830862,1589830863.382,0.98,0.0621,0.91,0.2287
model-1589830862,1589830863.419,0.98,0.0538,0.91,0.2644
model-1589830862,1589830863.453,0.93,0.1415,0.95,0.1516
model-1589830862,1589830863.492,1.0,0.0227,0.95,0.1178
model-1589830862,1589830863.525,0.97,0.0573,0.97,0.1155
model-1589830862,1589830863.557,0.94,0.0962,0.96,0.1098
model-1589830862,1589830863.595,1.0,0.03,0.95,0.1405
model-1589830862,1589830863.628,0.99,0.0332,0.92,0.2195
model-1589830862,1589830863.655,0.99,0.0226,0.91,0.2508
model-1589830862,1589830863.683,0.98,0.0601,0.92,0.2227
model-1589830862,1589830863.709,0.97,0.0575,0.94,0.1535
model-1589830862,1589830863.736,0.98,0.0735,0.95,0.1061
model-1589830862,1589830863.759,0.96,0.0769,0.96,0.1227
model-1589830862,1589830863.782,0.94,0.2048,0.94,0.1182
model-1589830862,1589830863.803,0.98,0.0601,0.94,0.1699
model-1589830862,1589830863.834,0.98,0.0424,0.91,0.2541
model-1589830862,1589830863.859,0.97,0.0839,0.91,0.2671
model-1589830862,1589830863.881,0.93,0.1384,0.94,0.1515
model-1589830862,1589830863.906,0.99,0.0236,0.96,0.1044
model-1589830862,1589830863.942,1.0,0.0368,0.94,0.1356
model-1589830862,1589830863.972,0.93,0.1635,0.96,0.1065
model-1589830862,1589830863.996,0.95,0.1033,0.94,0.1589
model-1589830862,1589830864.025,0.98,0.0588,0.91,0.2369
model-1589830862,1589830864.056,0.98,0.0443,0.9,0.3471
model-1589830862,1589830864.079,0.91,0.1663,0.92,0.2225
model-1589830862,1589830864.102,0.97,0.0932,0.95,0.1246
model-1589830862,1589830864.129,0.99,0.0322,0.96,0.1082
model-1589830862,1589830864.158,0.93,0.1009,0.97,0.1112
model-1589830862,1589830864.185,0.95,0.0915,0.97,0.1138
model-1589830862,1589830864.212,0.99,0.0458,0.96,0.1312
model-1589830862,1589830864.238,0.97,0.0776,0.91,0.211
model-1589830862,1589830864.268,0.98,0.042,0.9,0.3299
model-1589830862,1589830864.295,0.92,0.1989,0.92,0.2203
model-1589830862,1589830864.321,0.98,0.0411,0.95,0.1332
model-1589830862,1589830864.346,0.99,0.0346,0.96,0.1119
model-1589830862,1589830864.369,0.98,0.0647,0.96,0.1126
model-1589830862,1589830864.395,0.97,0.0531,0.96,0.112
model-1589830862,1589830864.418,0.97,0.0549,0.96,0.1334
model-1589830862,1589830864.446,1.0,0.0124,0.93,0.1828
model-1589830862,1589830864.465,0.99,0.0377,0.91,0.2477
model-1589830862,1589830864.496,0.96,0.0707,0.91,0.2423
model-1589830862,1589830864.523,0.98,0.1063,0.94,0.15
model-1589830862,1589830864.549,0.97,0.0828,0.96,0.1148
model-1589830862,1589830864.572,0.94,0.143,0.96,0.1103
model-1589830862,1589830864.602,0.96,0.0715,0.95,0.1069
model-1589830862,1589830864.63,0.97,0.0555,0.93,0.1831
model-1589830862,1589830864.658,0.97,0.0686,0.9,0.3196
model-1589830862,1589830864.685,0.9,0.1457,0.91,0.2379
model-1589830862,1589830864.712,0.99,0.0385,0.94,0.1758
model-1589830862,1589830864.746,0.97,0.0638,0.97,0.1035
model-1589830862,1589830864.775,0.98,0.0678,0.97,0.1138
model-1589830862,1589830864.803,0.94,0.1596,0.96,0.1073
model-1589830862,1589830864.828,0.96,0.0867,0.96,0.1289
model-1589830862,1589830864.856,0.99,0.048,0.91,0.2472
model-1589830862,1589830864.878,0.99,0.0819,0.9,0.3439
model-1589830862,1589830864.9,0.92,0.1632,0.92,0.2335
model-1589830862,1589830864.926,0.98,0.0607,0.94,0.132
model-1589830862,1589830864.95,0.99,0.0578,0.96,0.1067
model-1589830862,1589830864.979,0.96,0.0665,0.96,0.1223
model-1589830862,1589830865.005,0.98,0.0746,0.97,0.1226
model-1589830862,1589830865.027,0.89,0.256,0.96,0.1381
model-1589830862,1589830865.047,0.99,0.0336,0.91,0.3104
model-1589830862,1589830865.07,0.92,0.1826,0.9,0.365
model-1589830862,1589830865.096,0.94,0.1472,0.91,0.2435
model-1589830862,1589830865.115,0.97,0.0561,0.96,0.1237
model-1589830862,1589830865.141,0.99,0.0425,0.93,0.1512
model-1589830862,1589830865.163,0.96,0.083,0.91,0.1696
model-1589830862,1589830865.19,0.96,0.1431,0.96,0.1273
model-1589830862,1589830865.218,0.99,0.0589,0.96,0.0958
model-1589830862,1589830865.245,0.98,0.0588,0.92,0.2127
model-1589830862,1589830865.271,0.99,0.0513,0.91,0.3028
model-1589830862,1589830865.293,0.95,0.1468,0.91,0.3358
model-1589830862,1589830865.321,0.95,0.193,0.92,0.2064
model-1589830862,1589830865.348,0.96,0.1063,0.96,0.1285
model-1589830862,1589830865.37,0.98,0.0498,0.98,0.098
model-1589830862,1589830865.391,0.95,0.1082,0.96,0.1076
model-1589830862,1589830865.411,0.94,0.1904,0.95,0.1337
model-1589830862,1589830865.44,0.98,0.0377,0.93,0.1874
model-1589830862,1589830865.46,0.99,0.0276,0.91,0.2529
model-1589830862,1589830865.492,0.95,0.1306,0.93,0.195
model-1589830862,1589830865.519,0.97,0.0896,0.94,0.1405
model-1589830862,1589830865.548,0.97,0.0775,0.96,0.1088
model-1589830862,1589830865.576,0.96,0.0764,0.97,0.1101
model-1589830862,1589830865.609,0.92,0.1454,0.96,0.1064
model-1589830862,1589830865.634,0.97,0.1099,0.94,0.1359
model-1589830862,1589830865.659,0.97,0.0878,0.91,0.2369
model-1589830862,1589830865.686,0.98,0.062,0.9,0.3191
model-1589830862,1589830865.716,0.96,0.132,0.91,0.3049
model-1589830862,1589830865.744,0.93,0.1964,0.94,0.16
model-1589830862,1589830865.769,0.98,0.0556,0.97,0.0978
model-1589830862,1589830865.794,0.96,0.1076,0.96,0.1132
model-1589830862,1589830865.82,0.96,0.0991,0.96,0.0955
model-1589830862,1589830865.847,0.96,0.0941,0.96,0.1186
model-1589830862,1589830865.871,1.0,0.0218,0.94,0.1449
model-1589830862,1589830865.9,1.0,0.0351,0.92,0.1869
model-1589830862,1589830865.93,0.97,0.086,0.93,0.1768
model-1589830862,1589830865.957,0.98,0.0557,0.94,0.1423
model-1589830862,1589830865.984,0.99,0.0405,0.96,0.1076
model-1589830862,1589830866.013,1.0,0.0202,0.96,0.1015
